"","Site","Site.Code.x","Sampling.Time","Unique.ID","Plot.ID","Site.code","locale","ocean","margin","Janines.sites","Site.Code.y","Subsite","Subsite.Name","Ocean","Coast","Basin","First.Year.In.ZEN","Latitude","Longitude"
"152","ES.B","ES",1,"ES.B.1.12",12,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"153","ES.B","ES",1,"ES.B.1.13",13,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"154","ES.B","ES",1,"ES.B.1.14",14,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"155","ES.B","ES",1,"ES.B.1.15",15,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"156","ES.B","ES",1,"ES.B.1.16",16,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"157","ES.B","ES",1,"ES.B.1.17",17,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"158","ES.B","ES",1,"ES.B.1.18",18,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"159","ES.B","ES",1,"ES.B.1.19",19,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"160","ES.B","ES",1,"ES.B.1.20",20,"ES","B","Atlantic","west","VA2B","ES","B","Cobb Bay","Atlantic","West.Atlantic","West",2014,37.31855,-75.789076
"161","FI.A","FI",1,"FI.A.1.1",1,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"162","FI.A","FI",1,"FI.A.1.2",2,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"163","FI.A","FI",1,"FI.A.1.3",3,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"164","FI.A","FI",1,"FI.A.1.4",4,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"165","FI.A","FI",1,"FI.A.1.5",5,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"166","FI.A","FI",1,"FI.A.1.6",6,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"167","FI.A","FI",1,"FI.A.1.7",7,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"168","FI.A","FI",1,"FI.A.1.8",8,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"169","FI.A","FI",1,"FI.A.1.9",9,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"170","FI.A","FI",1,"FI.A.1.10",10,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"171","FI.A","FI",1,"FI.A.1.11",11,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"172","FI.A","FI",1,"FI.A.1.12",12,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"173","FI.A","FI",1,"FI.A.1.13",13,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"174","FI.A","FI",1,"FI.A.1.14",14,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"175","FI.A","FI",1,"FI.A.1.15",15,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"176","FI.A","FI",1,"FI.A.1.16",16,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"177","FI.A","FI",1,"FI.A.1.17",17,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"178","FI.A","FI",1,"FI.A.1.18",18,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"179","FI.A","FI",1,"FI.A.1.19",19,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"180","FI.A","FI",1,"FI.A.1.20",20,"FI","A","Atlantic","east","FinA","FI","A","FŒrš","Atlantic","East.Atlantic","East",2014,59.92025,21.79618333
"181","FI.B","FI",1,"FI.B.1.1",1,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"182","FI.B","FI",1,"FI.B.1.2",2,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"183","FI.B","FI",1,"FI.B.1.3",3,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"184","FI.B","FI",1,"FI.B.1.4",4,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"185","FI.B","FI",1,"FI.B.1.5",5,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"186","FI.B","FI",1,"FI.B.1.6",6,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"187","FI.B","FI",1,"FI.B.1.7",7,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"188","FI.B","FI",1,"FI.B.1.8",8,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"189","FI.B","FI",1,"FI.B.1.9",9,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"190","FI.B","FI",1,"FI.B.1.10",10,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"191","FI.B","FI",1,"FI.B.1.11",11,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"192","FI.B","FI",1,"FI.B.1.12",12,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"193","FI.B","FI",1,"FI.B.1.13",13,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"194","FI.B","FI",1,"FI.B.1.14",14,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"195","FI.B","FI",1,"FI.B.1.15",15,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"196","FI.B","FI",1,"FI.B.1.16",16,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"197","FI.B","FI",1,"FI.B.1.17",17,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"198","FI.B","FI",1,"FI.B.1.18",18,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"199","FI.B","FI",1,"FI.B.1.19",19,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"200","FI.B","FI",1,"FI.B.1.20",20,"FI","B","Atlantic","east","FinB","FI","B","€ngsš","Atlantic","East.Atlantic","East",2011,60.10785,21.70995
"201","FR.A","FR",1,"FR.A.1.1",1,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"202","FR.A","FR",1,"FR.A.1.2",2,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"203","FR.A","FR",1,"FR.A.1.3",3,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"204","FR.A","FR",1,"FR.A.1.4",4,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"205","FR.A","FR",1,"FR.A.1.5",5,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"206","FR.A","FR",1,"FR.A.1.6",6,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"207","FR.A","FR",1,"FR.A.1.7",7,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"208","FR.A","FR",1,"FR.A.1.8",8,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"209","FR.A","FR",1,"FR.A.1.9",9,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"210","FR.A","FR",1,"FR.A.1.10",10,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"211","FR.A","FR",1,"FR.A.1.11",11,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"212","FR.A","FR",1,"FR.A.1.12",12,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"213","FR.A","FR",1,"FR.A.1.13",13,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"214","FR.A","FR",1,"FR.A.1.14",14,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"215","FR.A","FR",1,"FR.A.1.15",15,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"216","FR.A","FR",1,"FR.A.1.16",16,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"217","FR.A","FR",1,"FR.A.1.17",17,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"218","FR.A","FR",1,"FR.A.1.18",18,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"219","FR.A","FR",1,"FR.A.1.19",19,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"220","FR.A","FR",1,"FR.A.1.20",20,"FR","A","Med","central","FraA","FR","A","Bouzigues, Etang de Thau","Atlantic","East.Atlantic","East",2014,43.446971,3.661503
"221","FR.B","FR",1,"FR.B.1.1",1,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"222","FR.B","FR",1,"FR.B.1.2",2,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"223","FR.B","FR",1,"FR.B.1.3",3,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"224","FR.B","FR",1,"FR.B.1.4",4,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"225","FR.B","FR",1,"FR.B.1.5",5,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"226","FR.B","FR",1,"FR.B.1.6",6,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"227","FR.B","FR",1,"FR.B.1.7",7,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"228","FR.B","FR",1,"FR.B.1.8",8,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"229","FR.B","FR",1,"FR.B.1.9",9,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"230","FR.B","FR",1,"FR.B.1.10",10,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"231","FR.B","FR",1,"FR.B.1.11",11,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"232","FR.B","FR",1,"FR.B.1.12",12,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"233","FR.B","FR",1,"FR.B.1.13",13,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"234","FR.B","FR",1,"FR.B.1.14",14,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"235","FR.B","FR",1,"FR.B.1.15",15,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"236","FR.B","FR",1,"FR.B.1.16",16,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"237","FR.B","FR",1,"FR.B.1.17",17,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"238","FR.B","FR",1,"FR.B.1.18",18,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"239","FR.B","FR",1,"FR.B.1.19",19,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"240","FR.B","FR",1,"FR.B.1.20",20,"FR","B","Med","central","FraB","FR","B","Peyrac sur mer, Etang de Bages-Sigean","Atlantic","East.Atlantic","East",2014,43.082895,2.973231
"241","IR.A","IR",1,"IR.A.1.1",1,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"242","IR.A","IR",1,"IR.A.1.2",2,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"243","IR.A","IR",1,"IR.A.1.3",3,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"244","IR.A","IR",1,"IR.A.1.4",4,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"245","IR.A","IR",1,"IR.A.1.5",5,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"246","IR.A","IR",1,"IR.A.1.6",6,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"247","IR.A","IR",1,"IR.A.1.7",7,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"248","IR.A","IR",1,"IR.A.1.8",8,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"249","IR.A","IR",1,"IR.A.1.9",9,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"250","IR.A","IR",1,"IR.A.1.10",10,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"251","IR.A","IR",1,"IR.A.1.11",11,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"252","IR.A","IR",1,"IR.A.1.12",12,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"253","IR.A","IR",1,"IR.A.1.13",13,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"254","IR.A","IR",1,"IR.A.1.14",14,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"255","IR.A","IR",1,"IR.A.1.15",15,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"256","IR.A","IR",1,"IR.A.1.16",16,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"257","IR.A","IR",1,"IR.A.1.17",17,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"258","IR.A","IR",1,"IR.A.1.18",18,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"259","IR.A","IR",1,"IR.A.1.19",19,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"260","IR.A","IR",1,"IR.A.1.20",20,"IR","A","Atlantic","east","IreA","IR","A","Greyabbey","Atlantic","East.Atlantic","East",2014,54.531944,-5.569167
"261","IR.B","IR",1,"IR.B.1.1",1,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"262","IR.B","IR",1,"IR.B.1.2",2,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"263","IR.B","IR",1,"IR.B.1.3",3,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"264","IR.B","IR",1,"IR.B.1.4",4,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"265","IR.B","IR",1,"IR.B.1.5",5,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"266","IR.B","IR",1,"IR.B.1.6",6,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"267","IR.B","IR",1,"IR.B.1.7",7,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"268","IR.B","IR",1,"IR.B.1.8",8,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"269","IR.B","IR",1,"IR.B.1.9",9,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"270","IR.B","IR",1,"IR.B.1.10",10,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"271","IR.B","IR",1,"IR.B.1.11",11,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"272","IR.B","IR",1,"IR.B.1.12",12,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"273","IR.B","IR",1,"IR.B.1.13",13,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"274","IR.B","IR",1,"IR.B.1.14",14,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"275","IR.B","IR",1,"IR.B.1.15",15,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"276","IR.B","IR",1,"IR.B.1.16",16,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"277","IR.B","IR",1,"IR.B.1.17",17,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"278","IR.B","IR",1,"IR.B.1.18",18,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"279","IR.B","IR",1,"IR.B.1.19",19,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"280","IR.B","IR",1,"IR.B.1.20",20,"IR","B","Atlantic","east","IreB","IR","B","Donegal ","Atlantic","East.Atlantic","East",2014,55.2225,-7.701944
"281","JN.A","JN",1,"JN.A.1.1",1,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"282","JN.A","JN",1,"JN.A.1.2",2,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"283","JN.A","JN",1,"JN.A.1.3",3,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"284","JN.A","JN",1,"JN.A.1.4",4,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"285","JN.A","JN",1,"JN.A.1.5",5,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"286","JN.A","JN",1,"JN.A.1.6",6,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"287","JN.A","JN",1,"JN.A.1.7",7,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"288","JN.A","JN",1,"JN.A.1.8",8,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"289","JN.A","JN",1,"JN.A.1.9",9,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"290","JN.A","JN",1,"JN.A.1.10",10,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"291","JN.A","JN",1,"JN.A.1.11",11,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"292","JN.A","JN",1,"JN.A.1.12",12,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"293","JN.A","JN",1,"JN.A.1.13",13,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"294","JN.A","JN",1,"JN.A.1.14",14,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"295","JN.A","JN",1,"JN.A.1.15",15,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"296","JN.A","JN",1,"JN.A.1.16",16,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"297","JN.A","JN",1,"JN.A.1.17",17,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"298","JN.A","JN",1,"JN.A.1.18",18,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"299","JN.A","JN",1,"JN.A.1.19",19,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"300","JN.A","JN",1,"JN.A.1.20",20,"JN","A","Pacific","west","JpnNA","JN","A","Akkeshi-ko estuary","Pacific","West.Pacific","West",2011,43.021167,144.903217
"301","JN.B","JN",1,"JN.B.1.1",1,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"302","JN.B","JN",1,"JN.B.1.2",2,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"303","JN.B","JN",1,"JN.B.1.3",3,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"304","JN.B","JN",1,"JN.B.1.4",4,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"305","JN.B","JN",1,"JN.B.1.5",5,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"306","JN.B","JN",1,"JN.B.1.6",6,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"307","JN.B","JN",1,"JN.B.1.7",7,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"308","JN.B","JN",1,"JN.B.1.8",8,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"309","JN.B","JN",1,"JN.B.1.9",9,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
"310","JN.B","JN",1,"JN.B.1.10",10,"JN","B","Pacific","west","JpnNB","JN","B","Akkeshi-bay","Pacific","West.Pacific","West",2014,43.052222,144.842699
