"Site","Site.Code","Sampling.Time","Unique.ID","Plot.ID","Leaf.PercN","Leaf.PercC","Leaf.CHN.Moldy","Zostera.shoots.per.m2.core","Zostera.sheath.width","Zostera.sheath.length","Zostera.longest.leaf.length","periphyton.mass.per.g.zostera","Epibiota.Macroalgae","Epibiota.MobileInvertebrate","Epibiota.Seagrass","Epibiota.SessileInvertebrate","Epibiota.SD.Periphyton","Epibiota.SD.SessileInvertebrate","Epibiota.SD.Macroalgae","Epibiota.SD.TotalEpibiota","mesograzer.abund.per.g.plant","mollusc.abund.per.g.plant","crustacean.abund.per.g.plant","amphipod.abund.per.g.plant","gammarid.abund.per.g.plant","caprellid.abund.per.g.plant","isopod.abund.per.g.plant","gastropod.abund.per.g.plant","Std.Abund.Polychaetes","Plot.Grazer.Richness","mesograzer.mass.per.g.plant","mollusc.mass.per.g.plant","crustacean.mass.per.g.plant","amphipod.mass.per.g.plant","gammarid.mass.per.g.plant","caprellid.mass.per.g.plant","isopod.mass.per.g.plant","gastropod.mass.per.g.plant","Std.Biomass.Polychaetes","Zostera.aboveground.mean.mass","Mean.Above.OtherSeagrass.g","total.macrophytes.aboveground.mean.mass","Zostera.belowground.mean.mass","Mean.Below.OtherSeagrass.g","Mean.Total.Below.macrophytes.core.g","Mean.Macroalgae.g","Mean.Total.Seagrass.Biomass.Above","Mean.Total.Seagrass.Biomass.Below","TOTAL.Seagrass.Biomass","TOTAL.Macrophyte.Biomass","Macroalgae","amphipod.survival.24hr","caprellid.survival.24hr","gastropod.survival.24hr","isopod.survival.24hr","lettuce.survival.24hr","Pdn.Shrimp","squid.survival.24hr","Pdn.Crustacean","grazer.richness.plot","grazer.richness.site","Subsite","Subsite.Name","Ocean","Coast","Basin","Latitude","Longitude","Date.Collected","Temperature.C","Salinity.ppt","Day.length.hours","Depth.Categorical","Depth.m","Perc.Silt","Perc.Sand","Perc.Gravel","glaciation","mean.fetch","pop.density.2015","GenotypicRichness","AllelicRichness","Inbreeding","log10.mean.fetch","log10.Zostera.AG.mass","log10.macrophytes.total.AG.mass.core","log10.Zostera.BG.mass","log10.Zostera.shoots.core","log10.Zostera.sheath.width","log10.Zostera.sheath.length","log10.Zostera.longest.leaf.length","log10.periphyton.mass.per.g.zostera","log10.mesograzer.abund.per.g.plant","log10.crustacean.abund.per.g.plant","log10.amphipod.abund.per.g.plant","log10.gammarid.abund.per.g.plant","log10.gastropod.abund.per.g.plant","log10.mesograzer.mass.per.g.plant","log10.crustacean.mass.per.g.plant","log10.amphipod.mass.per.g.plant","log10.gammarid.mass.per.g.plant","log10.gastropod.mass.per.g.plant","log10.grazer.richness.plot","log10.grazer.richness.site","log10.Leaf.PercN","log10.GenotypicRichness","log10.AllelicRichness","crustacean.mean.body.mass","log10.crustacean.mean.body.mass","gastropod.mean.body.mass","log10.gastropod.mean.body.mass","mesograzer.mean.body.mass","log10.mesograzer.mean.body.mass","basin"
"BC.A","BC",1,"BC.A.1.10",10,2.623648167,35.26968002,"N",95.49274255,0.78,24.84,85.65,0.0288,0,0,3.8295,0,0.007520564,0,0,0.007520564,4.501286082,2.50071449,1.286081738,1.143183767,0.714489854,0.428693913,0.142897971,2.50071449,0.714489854,10,17.62153472,11.82695056,1.586381823,1.56266076,1.222277794,0.340382967,0.02043441,11.82695056,4.208202344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.258,1,NA,0,NA,0,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.9844946502452,-0.10790539730952,1.39515159150454,1.93272736730153,-1.53910215724345,0.662879236084075,0.14178884161465,0.0945353306489627,-0.0891143212747572,0.41509267736947,1.24850132994186,0.226955912428716,0.220803647241636,0.121322704565264,1.07652941900533,1.04139268515823,1.20411998265592,0.418905595423429,0,0.716003343634799,1.23349999936007,0.0911391536004469,4.72942857223177,0.674808670776237,3.914777776615,0.592707114253726,"East"
"BC.A","BC",1,"BC.A.1.11",11,2.846409321,35.29810715,"N",31.83091418,0.71,11.45,44.34,0.0081,0,0,1.3993,0,0.005788609,0,0,0.005788609,4.903677758,1.576182137,2.802101576,2.276707531,1.22591944,1.050788091,0.525394046,1.576182137,0.525394046,6,19.59141856,5.268301226,9.830823117,0.739229422,0.344658494,0.394570928,9.083537653,5.268301226,4.492294221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.381,1,NA,0,NA,0,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.51628297586982,-0.148741651280925,1.05880548667591,1.64679568877847,-2.08618614761628,0.699289332910124,0.462712609040474,0.37597574231393,0.122517138076069,0.224321208086776,1.29427700362359,0.996985246517131,-0.0761192988990322,-0.351973407245549,0.729836876967052,1.04139268515823,1.20411998265592,0.454297352905476,0,0.716003343634799,3.50837500010742,0.545106007662421,3.34244444365252,0.524064197380345,3.99524999945969,0.601543960117797,"East"
"BC.A","BC",1,"BC.A.1.12",12,3.02150321,35.8368721,"N",63.66182837,0.61,10.72,50.51,0.0366,0,0,1.4485,0,0.025267518,0,0,0.025267518,9.382120359,2.680605817,4.020908725,3.484787562,2.144484654,1.340302908,0.268060582,2.680605817,2.680605817,11,61.654872,13.2597507,11.64227315,6.553947192,6.115534111,0.438413081,4.979225305,13.2597507,36.75284814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.481,1,NA,0,NA,0,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.81064798050714,-0.214670164989233,1.03019478535675,1.70337736851235,-1.43533393574791,0.976905463629827,0.614992995338024,0.554463424052684,0.351116640387748,0.444139426967226,1.79067122588717,1.06975217876332,0.823079349836981,0.793478454215528,1.12579835405087,1.04139268515823,1.20411998265592,0.480223059972708,0,0.716003343634799,2.89543333267283,0.461713569757863,4.94654999847745,0.694302403174496,6.5715285714552,0.817666400447865,"East"
"BC.A","BC",1,"BC.A.1.13",13,2.984757185,35.34183121,"N",31.83091418,0.73,17.93,54.05,0.0277,0,0,1.8703,0,0.014810458,0,0,0.014810458,5.457025921,1.1368804,4.320145521,4.320145521,1.81900864,2.50113688,0,1.1368804,0,6,7.987949068,1.877671669,6.110277399,6.094588449,5.462255571,0.632332879,0,1.877671669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.249,1,NA,0,NA,1,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.51628297586982,-0.136677139879544,1.25358028956218,1.73279569828933,-1.55595520408192,0.744842422576455,0.645436567522613,0.645436567522613,0.283076930074646,0.0923277076071328,0.907838407721892,0.793110999558919,0.792012458368984,0.745250939674684,0.296154192125974,1.04139268515823,1.20411998265592,0.474909006318351,0,0.716003343634799,1.41436842099375,0.150562551160753,1.65160000031666,0.21790487428593,1.46379166667697,0.165479270403452,"East"
"BC.A","BC",1,"BC.A.1.14",14,3.054570675,35.75156021,"N",95.49274255,0.7,15.03,58.36,0.0334,0,0,2.0659,0,0.016167288,0,0,0.016167288,4.746682166,1.453065969,2.809260874,2.615518745,1.162452775,1.453065969,0,1.453065969,0.484355323,10,11.58035455,5.657754529,4.58781362,4.41131454,4.156059285,0.255255255,0,5.657754529,1.334786399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.26,1,NA,0,NA,0,NA,0,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.9844946502452,-0.154901959985743,1.17695898058691,1.76611528322141,-1.47495519296315,0.68544454064741,0.46378266626558,0.433852805037674,0.101215141293268,0.191189903483994,1.06745602571915,0.670970336496678,0.654303108238051,0.629007668856784,0.760253145610972,1.04139268515823,1.20411998265592,0.484950178054513,0,0.716003343634799,1.63310344812071,0.213013695774647,3.89366666738033,0.590358769291421,2.43967346980779,0.387331703490248,"East"
"BC.A","BC",1,"BC.A.1.15",15,3.127626181,37.01230621,"Y",NA,0.55,10.88,45.51,0.0132,0,0,1.0063,0,0.013117361,0,0,0.013117361,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.006,1,NA,0,NA,0,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,NA,-0.259637310505756,1.03662889536216,1.65810683550639,-1.87614835903291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1.20411998265592,0.495214839902336,0,0.716003343634799,NA,NA,NA,NA,NA,NA,"East"
"BC.A","BC",1,"BC.A.1.16",16,2.782589436,33.63310623,"N",31.83091418,0.66,12.96,50.15,0.0424,0,0,1.7422,0,0.024337045,0,0,0.024337045,8.003557137,1.333926189,5.891507337,5.224544242,3.557136505,1.667407737,0.222321032,1.333926189,0.77812361,11,15.12850156,5.941974211,5.530569142,1.276011561,0.964650956,0.311360605,4.153846154,5.941974211,3.655958204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.307,1,NA,0,NA,0,NA,0,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.51628297586982,-0.180456064458131,1.11260500153457,1.70027093735644,-1.37161106994969,0.908675698614245,0.777536095475996,0.726282439968925,0.563141170964745,0.15652679670485,1.1826571721319,0.7505522958704,0.138622082778426,0.0272072484044835,0.781178867239099,1.04139268515823,1.20411998265592,0.444449132013778,0,0.716003343634799,0.938735849018938,-0.0274565967140708,4.45450000157392,0.648798963424783,1.89022222257423,0.276512864683538,"East"
"BC.A","BC",1,"BC.A.1.17",17,2.633026361,34.50993729,"N",NA,0.76,15.16,51.65,0.0162,0,0,2.2968,0,0.007053292,0,0,0.007053292,8.105369807,1.013171226,5.06585613,5.06585613,2.532928065,2.532928065,0,1.013171226,2.026342452,6,16.72239108,7.111448835,1.880445795,1.880445795,1.245694022,0.634751773,0,7.111448835,7.730496454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.451,1,NA,0,NA,1,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,NA,-0.119186407719209,1.18069920129603,1.71307032585564,-1.78781239559604,0.914098159005232,0.713142306828168,0.713142306828168,0.420438993781221,0.0465619718706576,1.22588772505562,0.29676296021946,0.29676296021946,0.128946323139672,0.858022526554908,1.04139268515823,1.20411998265592,0.420455207142349,0,0.716003343634799,0.371199999909986,-0.43039203255849,7.01899999970982,0.846275242394259,2.06312499962162,0.314525541594737,"East"
"BC.A","BC",1,"BC.A.1.18",18,3.255306244,37.59901428,"N",95.49274255,0.73,15.91,45.84,0.0632,0,0,1.6456,0,0.038405445,0,0,0.038405445,11.31790744,2.263581489,5.784708249,5.281690141,1.257545272,4.024144869,0,2.263581489,3.269617706,7,23.08299799,14.31438632,1.481891348,1.250754527,0.270120724,0.980633803,0,14.31438632,7.286720322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.643,1,NA,1,NA,1,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.9844946502452,-0.136677139879544,1.20167017964658,1.66124460895933,-1.19859628998264,1.05758651804882,0.769724936339991,0.730918688981836,0.132754321540401,0.373570580031341,1.36516959756041,0.199176650726433,0.130576431734332,-0.431656596972268,1.15879615740678,1.04139268515823,1.20411998265592,0.512591851221601,0,0.716003343634799,0.256173913050183,-0.591465097835634,6.32377777851673,0.800976600150173,2.03951111213541,0.309526075883043,"East"
"BC.A","BC",1,"BC.A.1.19",19,2.942542553,36.82046127,"N",NA,0.76,17.54,58.26,0.0304,0,0,2.6848,0,0.011323004,0,0,0.011323004,3.260755233,1.262227832,1.367413485,1.157042179,0.841485221,0.315556958,0.105185653,1.262227832,0.631113916,9,17.89849585,5.66393184,3.562006942,1.970022089,1.899652887,0.070369202,1.541916483,5.66393184,8.672557063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.11,1,NA,0,NA,0,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,NA,-0.119186407719209,1.24402958903002,1.76537048029165,-1.51570016065321,0.526436883541076,0.166552505766545,0.0993498503189127,-0.0261864929479267,0.134249749210825,1.25523621225107,0.563719163250614,0.315974979794902,0.300954614492097,0.760718836526596,1.04139268515823,1.20411998265592,0.46872275202506,0,0.716003343634799,2.60492307635828,0.415794903064954,4.48725000067975,0.651980266299536,5.48906451758809,0.739498335439627,"East"
"BC.A","BC",1,"BC.A.1.20",20,3.01196146,36.56319427,"Y",63.66182837,1.08,21.14,89.25,0.0675,0,0,4.4639,0,0.015121306,0,0,0.015121306,3.002054037,0.842681835,1.68536367,1.632696055,0.842681835,0.79001422,0.052667615,0.842681835,0.474008532,8,8.814609996,3.55200927,1.090008953,0.784168115,0.498972982,0.285195134,0.305840838,3.55200927,4.172591773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.068,1,NA,1,NA,1,NA,1,1,10,15,"A","Tsawwassen","Pacific","East.Pacific","East",49,-123.1,"5/16/14",24.5,26,14,"Intertidal",NA,13.895,86.04,0,0,7.3,5,1,5.2,0.0372,0.863322860120456,NA,NA,NA,1.81064798050714,0.0334237554869497,1.32510498297141,1.95060822478423,-1.17005330405836,0.491649358843967,0.251726693158209,0.238722386595443,-0.0256348614719569,-0.0256348614719569,0.950102348039687,0.0755502288075475,-0.0534651507389408,-0.222592766981218,0.562531871245815,1.04139268515823,1.20411998265592,0.4788494104847,0,0.716003343634799,0.646749999660311,-0.189263562839521,4.21512500029148,0.624810458232855,2.93619298232505,0.467784596340953,"East"
"BC.B","BC",1,"BC.B.1.1",1,1.510178804,34.9250946,"N",350.140056,0.5,7.08,36.08,0.057,0,0,1.276,0,0.044670846,0,0,0.044670846,42.9089444,11.48267526,26.39000806,24.77840451,1.007252216,23.7711523,0.201450443,11.48267526,5.03626108,9,56.2504029,6.950241741,23.27780016,13.18432716,0.319701853,12.8646253,7.455076551,6.950241741,26.022361,58,0,58,328,0,328,0,58,328,386,386,0,0,NA,0,NA,0,NA,1,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.77085201164214,1.77085201164214,2.51719589794997,2.54548037406093,-0.301029995663981,0.850033257689769,1.5572665288699,-1.24336389175415,1.63355878347758,1.42308209043815,1.39582252494478,0.0442465581332324,1.06380888032998,1.7508970255573,1.36880364184199,1.12333956265302,-0.377059113357253,0.848204008478267,1,1.23044892137827,0.179028370467539,-0.0222763947111523,0.778151250383644,0.882068702179851,-0.0544975874128412,0.605280701894551,-0.21804317243523,1.3109248825986,0.117577806863561,"East"
"BC.B","BC",1,"BC.B.1.2",2,1.813150764,34.35784531,"N",381.9709702,0.58,8.52,53.94,0.036,0,0,2.077,0,0.017332691,0,0,0.017332691,20.12044895,13.82425404,5.064330687,4.927456885,0.273747605,4.65370928,0,13.82425404,1.231864221,7,39.03996715,17.25691213,6.575006844,6.525595401,0.068984396,6.456611005,0,17.25691213,15.20804818,68.5,0,68.5,232.5,0,232.5,0,68.5,232.5,301,301,0,0,NA,0,NA,NA,NA,1,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.84198480459011,1.84198480459011,2.36828688490213,2.5831658550136,-0.236572006437063,0.9304395947667,1.73191094211687,-1.44249279809434,1.30579079390301,0.713014043613976,0.701348354815895,-0.427421581647091,1.14377193813737,1.59262045682071,0.824451715326487,0.821224911703187,-0.772153396238204,1.23947246483911,1,1.23044892137827,0.258433917306221,-0.0222763947111523,0.778151250383644,1.29829729738579,0.113374153042171,1.248306930708,0.0963213817598116,1.94031292477696,0.287871776602654,"East"
"BC.B","BC",1,"BC.B.1.3",3,2.446346998,37.125103,"N",254.6473135,0.55,10.7,56.86,0.042,0,0,2.089,0,0.020105314,0,0,0.020105314,40.50769646,12.15230894,24.03456657,22.1442074,1.080205239,21.06400216,0.27005131,12.15230894,4.320820956,9,70.81501485,7.14636781,26.89251958,16.13448555,0.361868755,15.7726168,9.99378882,7.14636781,36.77612746,76.5,0,76.5,374.5,0,374.5,0,76.5,374.5,451,451,0,0,NA,0,NA,0,NA,1,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.88930170250631,1.88930170250631,2.57460994134019,2.40764123325166,-0.259637310505756,1.02938377768521,1.75480685535442,-1.37571790416433,1.60860835410256,1.38263950377839,1.34721693568807,0.0719575381658347,1.08821793893813,1.8507381981749,1.43124342507593,1.21043853094563,-0.335481416385321,0.860120374109137,1,1.23044892137827,0.388518058844289,-0.0222763947111523,0.778151250383644,1.11891011230331,0.0487951988619766,0.588066666613234,-0.230573437017302,1.74818666669746,0.242587803577778,"East"
"BC.B","BC",1,"BC.B.1.4",4,1.608329892,34.82423782,"Y",254.6473135,0.53,8.8,48.48,0.038,0,0,1.574,0,0.024142313,0,0,0.024142313,32.44902434,10.08550756,17.32076299,15.78601184,0.438500329,15.34751151,0,10.08550756,5.042753782,7,45.02652927,12.51151063,4.721552291,4.33369875,0.062705547,4.270993203,0,12.51151063,27.79346635,26,0,26,337.5,0,337.5,0,26,337.5,363.5,363.5,0.093,0,NA,0,NA,1,NA,0,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.43136376415899,1.43136376415899,2.52955867302116,2.40764123325166,-0.275724130399211,0.944482672150169,1.68556261115823,-1.41907502432438,1.51253797508225,1.2410671722038,1.20101488189742,-0.268814027031105,1.00798267545842,1.65443193274792,0.683186881160629,0.646766181413275,-0.788597640729853,1.10076711028281,1,1.23044892137827,0.206375133703977,-0.0222763947111523,0.778151250383644,0.272594936708386,-0.564482215192579,1.24054347840874,0.0936119899722726,1.38760810797309,0.142266828816089,"East"
"BC.B","BC",1,"BC.B.1.5",5,1.974415302,36.90155029,"N",445.6327986,0.58,11.1,58.68,0.057,0,0,2.28,0,0.025,0,0,0.025,47.20744681,15.95744681,29.92021277,25.93085106,0,25.93085106,0,15.95744681,1.329787234,5,26.63696809,6.626994681,10.78723404,10.07180851,0,10.07180851,0,6.626994681,9.222739362,67,0,67,184.5,0,184.5,0,67,184.5,251.5,251.5,0,0,NA,0,NA,0,NA,0,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.83250891270624,1.83250891270624,2.26834391395106,2.64995061243888,-0.236572006437063,1.04532297878666,1.76849010517125,-1.24336389175415,1.67492950974272,1.4774137660055,1.41548836728786,-1,1.20567649209596,1.42711215773384,1.03691755893455,1.00739817574343,-1,0.827821084288531,1,1.23044892137827,0.295438508210324,-0.0222763947111523,0.778151250383644,0.360533333199288,-0.443054576283571,0.415291666637239,-0.381646783481438,0.564253521212621,-0.248525722035864,"East"
"BC.B","BC",1,"BC.B.1.6",6,2.062674999,38.42295074,"Y",350.140056,0.52,12.1,62.84,0.029,0,0,2.029,0,0.014292755,0,0,0.014292755,45.35809019,13.26259947,26.79045093,26.25994695,0.530503979,25.72944297,0,13.26259947,5.305039788,8,125.7153846,53.6061008,20.41087533,20.27718833,0.133687003,20.14350133,0,53.6061008,51.69840849,152.5,0,152.5,271,0,271,0,152.5,271,423.5,423.5,1.884,1,NA,0,NA,1,NA,0,1,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,2.18610837981321,2.18610837981321,2.4345689040342,2.54548037406093,-0.283996656365201,1.08278537031645,1.79823617636794,-1.53610701101409,1.65761118595632,1.42959808503359,1.42094453189521,-0.200312168325966,1.1258909510783,2.09973374952236,1.31198419488212,1.30914425930701,-0.631365441147972,1.73002362263216,1,1.23044892137827,0.314430804676969,-0.0222763947111523,0.778151250383644,0.761871287024283,-0.118118393564263,4.04190000016641,0.60658556451992,2.77161988243756,0.44273366811885,"East"
"BC.B","BC",1,"BC.B.1.7",7,2.286343336,37.1700325,"Y",95.49274255,0.48,7.78,20.4,0.03,0,0,1.353,0,0.022172949,0,0,0.022172949,55.17762661,24.18745276,22.67573696,22.67573696,0,22.67573696,0,24.18745276,8.314436886,6,212.7430083,90.88359788,30.29856387,30.29856387,0,30.29856387,0,90.88359788,91.56084656,41.5,0,41.5,182,0,182,0,41.5,182,223.5,223.5,0.225,0,NA,1,NA,0,NA,1,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.62838893005031,1.62838893005031,2.26245108973043,1.9844946502452,-0.318758762624413,0.890979596989689,1.3096301674259,-1.52143350440616,1.74254938797851,1.35747243844342,1.35747243844342,-1,1.38538196888972,2.32805938856718,1.48285306656708,1.48285306656708,-1,1.95896310669195,1,1.23044892137827,0.359141448165112,-0.0222763947111523,0.778151250383644,1.33616666675251,0.125860633241648,3.75746874967747,0.574895377309758,3.85560273919872,0.586092280142162,"East"
"BC.B","BC",1,"BC.B.1.8",8,2.054761648,37.34207916,"N",31.83091418,0.55,7.3,48.14,0.053,0,0,1.869,0,0.02835741,0,0,0.02835741,68.96551724,13.40996169,44.06130268,44.06130268,1.915708812,42.14559387,0,13.40996169,11.49425287,5,96.49616858,7.53256705,13.61877395,13.61877395,0.691570881,12.92720307,0,7.53256705,75.34482759,27.5,0,27.5,199.5,0,199.5,0,27.5,199.5,227,227,0,1,NA,1,NA,1,NA,1,1,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.45484486000851,1.45484486000851,2.3021143769562,1.51628297586982,-0.259637310505756,0.863322860120456,1.68250608593901,-1.27490547891853,1.83926126864389,1.64504187582602,1.64504187582602,0.304427794402744,1.13065411750129,1.98495990076784,1.13731530010673,1.13731530010673,-0.101510190278703,0.882670628144903,1,1.23044892137827,0.312761451048109,-0.0222763947111523,0.778151250383644,0.309086956618324,-0.509919321653645,0.561714285553638,-0.250484530978365,1.39919444443798,0.145878072089033,"East"
"BC.B","BC",1,"BC.B.1.9",9,1.961223006,34.61229324,"Y",318.3091418,0.56,10.9,62.1,0.041,0,0,2.099,0,0.019533111,0,0,0.019533111,25.85388994,5.929791271,18.50094877,17.55218216,0.711574953,16.84060721,0,5.929791271,1.423149905,8,32.49952562,2.284867173,12.39611006,12.02656546,0.335626186,11.69093928,0,2.284867173,17.81854839,101,0,101,275.5,0,275.5,0,101,275.5,376.5,376.5,0.337,0,NA,1,NA,1,NA,0,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,2.00860017176192,2.00860017176192,2.44169513564072,2.50421135254026,-0.2518119729938,1.03742649794062,1.79309160017658,-1.38615817812393,1.41420245863417,1.26953509664087,1.24679840045851,-0.0906713647211739,0.780302278736855,1.51321128037115,1.09677484161647,1.08373781546023,-0.360886022181894,0.377464195686593,1,1.23044892137827,0.292526979067435,-0.0222763947111523,0.778151250383644,0.670025641068785,-0.173908577057973,0.385320000077284,-0.414178448298765,1.2570458718368,0.0993511261522271,"East"
"BC.B","BC",1,"BC.B.1.10",10,2.265876055,37.84144974,"N",127.3236567,0.54,9.38,60.46,0.077,0,0,2.875,0,0.026782609,0,0,0.026782609,29.62577963,7.796257796,19.75051975,17.15176715,0.25987526,16.89189189,0,7.796257796,2.079002079,8,49.0987526,12.30301455,9.295738046,8.754158004,1.509095634,7.24506237,0,12.30301455,27.5,93,0,93,296.5,0,296.5,0,93,296.5,389.5,389.5,0,1,NA,0,NA,0,NA,0,1,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.9731278535997,1.9731278535997,2.47348697006457,2.10830672673501,-0.267606240177031,0.972202838379065,1.7814681428418,-1.11294562194904,1.47313325385647,1.29777188246447,1.23683358776788,-0.443848008347903,0.897421318682935,1.69195409167378,0.972930900106144,0.947147267773058,0.206581856457156,1.09352725317166,1,1.23044892137827,0.355236149966141,-0.0222763947111523,0.778151250383644,0.470657894762491,-0.327294652108155,1.57806666633218,0.19812534628064,1.65729824542005,0.219400670570681,"East"
"BC.B","BC",1,"BC.B.1.11",11,1.676656365,34.51649857,"N",63.66182837,0.47,9.82,41.46,0.032,0,0,1.007,0,0.031777557,0,0,0.031777557,73.7704918,35.12880562,37.470726,35.12880562,1.170960187,33.95784543,0,35.12880562,1.170960187,8,80.24004684,35.87002342,11.63114754,11.29625293,0.422716628,10.8735363,0,35.87002342,32.73887588,13.5,0,13.5,152.5,0,152.5,0,13.5,152.5,166,166,0,0,NA,NA,NA,0,NA,0,0,9,16,"B","White Rock","Pacific","East.Pacific","East",49,-122.8,"5/29/14",22.5,26,14,"Intertidal",NA,NA,NA,NA,0,7.8,250,0.95,6,0.0775,0.89209460269048,1.16136800223497,1.16136800223497,2.18610837981321,1.81064798050714,-0.327902142064283,0.99211148778695,1.61762929775784,-1.49349496759513,1.86847099038846,1.57484958725789,1.54689791932554,0.104131946433615,1.54689791932554,1.90493208059888,1.06934049684815,1.05676207946568,-0.281733684455944,1.55594072058675,1,1.23044892137827,0.224444061964059,-0.0222763947111523,0.778151250383644,0.310406249934949,-0.508069542939189,1.02110000004037,0.00906827620938695,1.08769841276834,0.0365084947858756,"East"
