"Site","Subsite","Subsite.Name","Ocean","Coast","Basin","Latitude","Longitude","Date.Collected","Temperature.C","Salinity.ppt","Day.length.hours","Depth.Categorical","Depth.m","Perc.Silt","Perc.Sand","Perc.Gravel","glaciation","mean.fetch","pop.density.2015","GenotypicRichness","AllelicRichness","Inbreeding","Zostera.AG.mass.site","macrophytes.total.AG.mass.core.site","Zostera.BG.mass.site","Zostera.shoots.core.site","Zostera.sheath.width.site","Zostera.sheath.length.site","Zostera.longest.leaf.length.site","periphyton.mass.per.g.zostera.site","mesograzer.abund.per.g.plant.site","crustacean.abund.per.g.plant.site","amphipod.abund.per.g.plant.site","gammarid.abund.per.g.plant.site","caprellid.abund.per.g.plant.site","isopod.abund.per.g.plant.site","gastropod.abund.per.g.plant.site","mesograzer.mass.per.g.plant.site","crustacean.mass.per.g.plant.site","amphipod.mass.per.g.plant.site","gammarid.mass.per.g.plant.site","caprellid.mass.per.g.plant.site","isopod.mass.per.g.plant.site","gastropod.mass.per.g.plant.site","crustacean.mean.body.mass.site","log10.crustacean.mean.body.mass.site","gastropod.mean.body.mass.site","log10.gastropod.mean.body.mass.site","mesograzer.mean.body.mass.site","log10.mesograzer.mean.body.mass.site","grazer.richness.plot.site","amphipod.survival.24hr.site","gastropod.survival.24hr.site","squid.survival.24hr.site","Leaf.PercN.site","log10.Zostera.AG.mass.site","log10.macrophytes.total.AG.mass.core.site","log10.Zostera.BG.mass.site","log10.Zostera.shoots.core.site","log10.Zostera.sheath.width.site","log10.Zostera.sheath.length.site","log10.Zostera.longest.leaf.length.cm.site","log10.periphyton.mass.per.g.zostera.site","log10.mesograzer.abund.per.g.plant.site","log10.crustacean.abund.per.g.plant.site","log10.amphipod.abund.per.g.plant.site","log10.gammarid.abund.per.g.plant.site","log10.gastropod.abund.per.g.plant.site","log10.mesograzer.mass.per.g.plant.site","log10.crustacean.mass.per.g.plant.site","log10.amphipod.mass.per.g.plant.site","log10.gammarid.mass.per.g.plant.site","log10.gastropod.mass.per.g.plant.site","log10.grazer.richness.plot.site","log10.Leaf.PercN.site","log10.mean.fetch","log10.GenotypicRichness","log10.AllelicRichness","grazer.richness.site","log10.grazer.richness.site"
"LI.1","1","Site 1 (Landscape Lab)","Atlantic","West.Atlantic","West",40.85762,-72.45119,"9/29/14",20.3,31.4,12.4,"Shallow.Subtidal",NA,15.075,84.565,0,1,2.03,50,0.68,4.72,0.0614,99.85,99.85,480.9,298.205406561579,0.433,11.368,43.233,0.2652675,3.1826438089,2.70834071475,2.5847831025,2.4151189325,0.1696641699,0,0.4743030943,1.04735456315,0.7692946525,0.7692946525,0.743112164,0.0261824885,0,0.27805991065,0.300746547544266,-Inf,0.570555555550329,-0.281695607284631,0.325958534740857,-Inf,4,NA,NA,1,1.75888530836842,1.95078197229123,1.95078197229123,2.62721330029224,2.39989485209721,-0.365056637329483,1.04745047511472,1.63133398025912,-0.76458104519408,0.363403599211094,0.320055722243939,0.250090308080307,0.180835275903142,-0.650262658734403,-0.154408699337333,-0.228500438845305,-0.228500438845305,-0.251204718531138,-0.724704844249035,0.698970004336019,0.243819955913144,0.307496037913213,-0.167491087293764,0.673941998634088,8,0.954242509439325
"LI.2","2","Site 2 (Tiana Beach, Summer)","Atlantic","West.Atlantic","West",40.83158,-72.54082,"9/29/14",18.8,30,11.8,"Shallow.Subtidal",NA,21.6,77.965,0,1,1.745,50,0.79,4.97,0.0398,103.175,103.175,257.925,323.08377896,0.447,12.593,48.045,0.10445,6.05266916031579,5.85672683,5.80841415752632,5.80841415752632,0,0.0178883536842105,0.195942330684211,2.16996499822222,1.82745321211111,1.78693836866667,1.78693836866667,0,0.0405148434444444,0.342511786,0.357955078980061,-0.496206650343044,2.01996527800463,-Inf,0.841006956755382,-0.430298504297147,3,NA,NA,0.777777777777778,1.509795156,1.97221222537146,1.97221222537146,2.38254694694775,2.49647888479531,-0.35109156997033,1.09317814947748,1.67514420315518,-1.01829132465383,0.559220155821392,0.526711989440142,0.514678993488217,0.514678993488217,-0.658384657915808,0.241534454369128,0.148364503774858,0.126126868410259,0.126126868410259,-0.682942504975333,0.602059991327962,0.168983593988498,0.241795431295199,-0.102372908709559,0.696356388733332,9,1
"MA.A","A","Dorothy Cove","Atlantic","West.Atlantic","West",42.42014,-70.91544,"6/15/14",15.1,32.35,15.25,"Shallow.Subtidal",NA,1.66,65.75,0,1,2.59375,100,0.74,4.87,-0.0115,192.447368421053,192.447368421053,629,214.8586707395,0.4315,16.461,58.197,0.0462,10.9048120172,0.58967108005,0,0,0,0.08397244285,0,0.4876279759,0.4876279759,0,0,0,0.4876279759,0,0.879115277438812,-Inf,NA,NA,0.0571568405296745,-Inf,3,0.65,0.210526315789474,0.6,1.56806015965,2.25574173727261,2.25574173727261,2.7250059161486,2.28398982642031,-0.368000913203059,1.17182451264345,1.76073820021333,-1.44057954910712,0.99000400084529,-0.312859453772215,-1,-1,-1,-0.602381420125075,-0.602381420125075,-1,-1,-1,0.602059991327962,0.189305036914942,0.413928114056168,-0.130768280269024,0.687528961214634,6,0.845098040014257
"MA.B","B","Niles Beach","Atlantic","West.Atlantic","West",42.59697,-70.6556,"6/18/14",14.8,32.15,15,"Shallow.Subtidal",NA,NA,NA,NA,1,3.1675,100,0.89,5.56,0.0093,115.210526315789,115.210526315789,155.5,318.30914185,0.496,8.956,39.98975,0.0223,11.29319569035,2.99512112025,1.6883062689,0,1.6883062689,0.0294066112,0,1.006974302,1.006974302,0.89444036765,0,0.89444036765,0.1125339343,0,0.314415980525196,-Inf,NA,NA,0.0908260048294316,-Inf,5,0.533333333333333,0.0526315789473684,0.421052631578947,1.99845334885,2.02785603287546,2.02785603287546,2.16530429404842,2.48044054994194,-0.307532457504815,0.931776763500818,1.59125870802322,-1.67015758348293,1.01916218348181,0.442953616069065,0.133712195569703,-1,-1,-0.077305489352639,-0.077305489352639,-0.121420016523789,-1,-1,0.778151250383644,0.295263730634468,0.500716623555479,-0.0506099933550872,0.745074791582057,8,0.954242509439325
"MX.A","A","San Quintin Bay","Pacific","East.Pacific","East",30.419675,-115.9641889,"6/13/14",17.855,34,14.08,"Intertidal",NA,10.44,89.575,0,0,2.36875,5,0.68,4.47,0.1184,241.375,241.375,161.55,358.097784595,0.75625,20.634,80.54225,1.4920605,72.93941867015,67.18864190285,65.55361047785,65.49597925085,0.05763122725,0.09939287115,2.5101372007,30.69107240915,18.09949011715,17.81829397565,17.8030576189,0.01523635685,0.2811961418,11.01248963055,0.312308417950361,-0.581926161614873,3.8015091661956,0.487146077105278,0.455528395434532,-0.398056387884481,10,NA,0,0.8,2.2059756815,2.36242259644132,2.36242259644132,2.19517472566499,2.53348079988066,-0.1224881896882,1.31380829444795,1.90526730033085,0.131619812674831,1.74561386263888,1.70776311131121,1.69701895878013,1.69651103330206,0.277567236501618,1.35004887238757,1.1301975385237,1.12653949080726,1.12616128681829,0.727495709121963,1.04139268515823,0.341880637642589,0.374519227312148,-0.167491087293764,0.650307523131936,18,1.27875360095283
"MX.B","B","Punta Banda Estuary","Pacific","East.Pacific","East",31.7584722,-116.6227778,"7/11/14",25.416,33,14.12,"Intertidal",NA,42.425,55.44,0,0,0.64625,5,1,6.37,0.1127,155.75,155.75,186.175,1807.99592594,0.313,10.6022,45.6221,0.285685,171.245497681,163.1961025175,159.078014279,159.078014279,0,3.3837421875,7.81268255455,89.5650137915,69.5608799485,63.9275924815,63.9275924815,0,5.6332874649,19.9088609738,0.494906454017982,-0.337267907433739,2.82825633853033,0.175105134383313,0.660352966502932,-0.23526548228292,11,NA,0.05,0.85,2.9143276096,2.13598459697325,2.13598459697325,2.25597689078995,3.2211099130493,-0.507057302208597,1.01305152023537,1.64703747627247,-0.662354415011107,2.09246875888952,2.05934217992693,2.04153856654756,2.04153856654756,0.822470724489067,1.85747106992826,1.72260078639472,1.67291218732383,1.67291218732383,1.00020352920216,1.07918124604762,0.45656549065397,-0.189599443898001,0,0.80413943233535,21,1.34242268082221
"NC.A","A","Middle Marsh","Atlantic","West.Atlantic","West",34.692458,-76.622589,"5/23/14",22.6,34,14.15,"Intertidal",NA,NA,NA,NA,0,0.18,100,1,6.15,0.0832,148.25,148.25,194.25,590.640296516667,0.4435,9.9025,45.358,0.17785,54.7514814841,30.04571737905,25.83004223855,25.42398987255,0.40605236535,0.2581748707,22.96804939765,20.2447499393,10.21445963485,10.4536213623889,10.2421134551111,0.211507907444444,0.142822186277778,11.0414521279444,0.374553413933153,-0.475365984264333,1.18486428592426,-0.0294213036581976,0.432648477091617,-0.414979327467785,5,0.833333333333333,NA,1,1.6576109052,2.11443654096109,2.11443654096109,2.20013123765794,2.73935151710087,-0.354152794196228,0.988563917037924,1.64910969276479,-0.799828417354127,1.45397616529366,1.30971697296181,1.08436821742685,1.0760979035319,0.113226808558044,1.04222960708518,0.844490531142272,0.871304075658357,0.858012865520189,0.209581906234478,0.778151250383644,0.21361602564675,-0.744727494896694,0,0.788875115775417,35,1.55630250076729
"NC.B","B","Shackleford Island","Atlantic","West.Atlantic","West",34.670544,-76.574561,"5/25/14",24.4,25,14.2,"Intertidal",NA,20.835,78.49,0,0,1.59625,100,1,6.66,0.1063,151.2,184.85,217.65,419.37229437,0.3485,6.1345,25.674,0.12898,5.84959941585,4.80748039525,3.3625871951,2.53870320845,0.82388398665,0.9707362215,1.0421190203,4.27300723675,2.2847115516,1.11359137915,0.94179723995,0.1717941392,1.08291643085,1.98829568495,0.457254932835716,-0.459195965010659,2.08096794887101,0.212081906700986,0.717408251668448,-0.212307260731743,7,0.8,NA,1,1.53637127275,2.15771570486872,2.24559988239527,2.30703135516856,2.60715848672504,-0.459206148949445,0.785056913203965,1.40580102903236,-0.904234866441511,0.656962444274936,0.516659872464902,0.28787189604631,0.198307927727326,-0.256427800083645,0.463892392972399,0.122305063476025,-0.115880416294451,-0.18623233518408,-0.123878791419221,0.903089986991944,0.185050007242095,0.203100910271472,0,0.823474229170301,20,1.32221929473392
"NN.A","A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,30.9,30.9,67.9,185.9,0.3075,3.0775,22.8775,0.026585,8.89313989573684,0.186835566,0.093417783,0.093417783,0,0.093417783,8.70630432973684,8.68243376063158,0.138569569894737,0.0851036003157895,0.0851036003157895,0,0.0534659695789474,8.54386419068421,0.555999999936899,-0.254925208467231,3.24879374892088,-0.368351881310883,3.0910764695698,-0.360865975667249,0,0.2,0,0.1,2.4044094621,1.42002999500507,1.42002999500507,1.72226306316643,2.23035598353958,-0.514671895298297,0.473278567188829,1.35713907337809,-1.58586684443775,0.528454945296477,-0.917774837851543,-0.933000690386065,-0.933000690386065,0.44622978314802,0.267822366388234,-0.884365989828705,-0.935012510328137,-0.935012510328137,0.197795019818933,0,0.371523289598783,-0.466927339951188,-0.494850021680094,0.527629900871339,6,0.845098040014257
"NN.B","B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,68.05,68.05,259.45,651.875,0.265,4.465,23.1725,0.02727,10.4857839294,0.1739995274,0,0,0,0.1387535102,10.3117844022,5.4812302317,1.4115850388,0,0,0,1.4115850388,4.0696451928,9.4322499944135,-Inf,0.399648191948704,-0.424932058785525,0.566438638341177,-0.374186678467421,5,0.25,0,0,1.72602887155,1.76392946394064,1.76392946394064,2.34691611500788,2.80559831820529,-0.588633728940412,0.619715385595355,1.34586996569385,-1.56939708127071,0.996324770058705,-0.8126347584944,-1,-1,0.986973973879358,0.629857030816223,-0.817360106626817,-1,-1,0.570788779995889,0.778151250383644,0.230872556118166,0.335708575721973,-0.130768280269024,0.361727836017593,8,0.954242509439325
"OR.A","A","Yaquina Bay","Pacific","East.Pacific","East",44.61273333,-124.0141333,"8/9/14",17,36,14.22,"Intertidal",NA,15.465,84.33,0,0,1.165,5,0.74,4.63,-0.1219,286.8,286.8,79.35,170.295390877,0.866,43.941,117.72,5.4145,1.2932584072,0.6331879815,0.32896698075,0.31521182255,0.0137551582,0.3042210007,0.0164279935,2.95387913085,2.20433731025,0.42801713195,0.42577504115,0.0022420908,1.77632017865,0.00249705505,3.90760329924923,0.392057546036349,0.15200000256228,-0.81815640473428,2.6356065886908,0.265100616477702,5,0.9,0.125,0.736842105263158,2.8794177652,2.420754663801,2.420754663801,1.83209492107753,2.2055277631542,-0.0646367452067049,1.63814236101468,2.06670129352138,0.695561758034203,0.101124489290756,-0.19804466347808,-0.480625641771463,-0.497328994536374,-0.958551291311433,0.352623001111451,0.146569562393751,-0.414888351580562,-0.418829730908485,-0.99039630766568,0.778151250383644,0.457557985787756,0.0663259253620378,-0.130768280269024,0.665580991017953,9,1
"OR.B","B","Coos Bay","Pacific","East.Pacific","East",43.34625,-124.3182833,"8/9/04",16,33,14.22,"Intertidal",NA,NA,NA,NA,0,0.59625,25,0.68,4.16,-0.0507,315.725,315.725,162.15,216.4502164575,0.81690972225,29.221652777,106.3279999915,0.12474,6.73150830155,1.43880773075,0.27612345325,0.24775372105,0.02836973225,1.1626842776,4.8017413029,8.3311617105,4.92207632215,0.18925954865,0.18368199945,0.0055775492,4.7328167737,2.72094318485,4.01885706270584,0.520926137108665,0.558483348584432,-0.307347317968303,1.27276019699486,0.0778055491092954,5,0.944444444444444,0,0.555555555555556,2.49322882885,2.46564378862639,2.46564378862639,2.1764783982037,2.31938271505501,-0.0886734330996174,1.46329042591228,2.02302978084024,-1.01131945801979,0.805678591244358,0.0994846468334238,-0.605090934776784,-0.625664979668582,0.651989477903998,0.88267001501994,0.597306874009016,-0.703847824853017,-0.712139619423495,0.358541605423362,0.778151250383644,0.395065136593605,-0.22457160795183,-0.167491087293764,0.619093330626743,9,1
"PO.A","A","Culatatra","Atlantic","East.Atlantic","East",36.997057,-7.82849,"7/2/14",20.53,36,14.65,"Intertidal",NA,NA,NA,NA,0,0.66875,100,0.42,3.68,0.0489,103.052631578947,103.842105263158,292.631578947368,251.464222055,0.746,8.545,34.439,0.08411,0.9195996217,0.0434958018,0.0231991228,0.01988726145,0.00331186135,0.00873343035,0.8734717749,3.6974764431,0.02542393675,0.0102579665,0.0093952288,0.0008627377,0.01516597025,3.6247471869,0.609244588722651,-Inf,4.24111235771093,0.604073745421828,4.06913576780131,0.586473430844986,5,0.85,0.05,1,1.28691101375,1.94883398946922,1.95068332140074,2.4161779678199,2.37987325571314,-0.129606306449267,0.929850559722698,1.53533426458909,-1.09298922368698,-0.0619298420167484,-0.8659957878293,-0.924015416473554,-0.935645214920042,-0.0827437744748055,0.459863982961099,-0.915574980373685,-0.962265495442856,-0.965706079559595,0.453134219743359,0.778151250383644,0.101637943499688,-0.174736204970715,-0.3767507096021,0.565847818673518,13,1.14612803567824
"PO.B","B","Marim","Atlantic","East.Atlantic","East",37.027333,-7.810105,"6/27/14",20.57,36,14.65,"Intertidal",NA,NA,NA,NA,0,0.65625,100,0.37,2.1,-0.4525,65.0555555555556,94.5627777777778,132.555555555556,346.9569646,0.61625,6.681,27.6455,0.03528,0.6595573592,0.0178295019,0.0178295019,0.0178295019,0,0,0.6417278573,7.5428382126,0.0069614321,0.0069614321,0.0069614321,0,0,7.53587678015,0.390000000993136,-0.410139386571629,13.261813721631,0.913267939509146,12.7811666641093,0.892268251349574,2,1,0,1,2.01355901965,1.73782349749774,1.92629675869158,2.08202895887467,2.51906220278537,-0.212288853810393,0.821504066493719,1.43962998971559,-1.47502673974671,-0.255845269031051,-0.955551551333431,-0.955551551333431,-0.955551551333431,-0.270145078511181,0.455091694236754,-0.977083125125211,-0.977083125125211,-0.977083125125211,0.454012465569397,0.477121254719662,0.300901460664993,-0.182930683585987,-0.431798275933005,0.322219294733919,7,0.903089986991944
"QU.A","A","Pointe-Lebel","Atlantic","West.Atlantic","West",49.11237,-68.17593,"6/12/14",15.47,16,16.183,"Intertidal",NA,30.56,68.12,0,1,11.46875,50,1,2.63,0.1617,66.75,66.75,221.675,558.63254392,0.357375,8.4425,33.017,0.0394481,17.44208161485,4.3381510082,2.5147214266,2.5147214266,0,1.8234295815,13.10393060715,32.14919526875,8.7156518547,8.042860095,8.042860095,0,0.6727917593,23.43354341555,1.5427070027718,-0.146057859926115,1.87717985535838,0.254066224213275,1.90611280218613,0.226485945132404,4,0.3,0,0.8,3.04958965775,1.81689205635729,1.81689205635729,2.31992519343313,2.73236332560389,-0.448758904508409,0.919847282986217,1.51049274371407,-1.50542612018711,1.14119105259804,0.279449943129862,-0.00437421313535992,-0.00437421313535992,1.0119072491357,1.36653709880266,0.203158439970316,0.0523603371521122,0.0523603371521122,1.26384924510235,0.698970004336019,0.481501883282468,1.05951608593218,0,0.419955748489758,7,0.903089986991944
"QU.B","B","Baie-St-Ludger","Atlantic","West.Atlantic","West",49.08696,-68.32041,"6/13/14",15.37,21,16.2,"Intertidal",NA,25.665,73.435,0,1,9.03,50,1,3.89,0.3312,137.85,137.85,437.4,622.29437231,0.35975,9.26275,38.99075,0.015917,6.96245955915,0.183644168,0.05138967345,0.05138967345,0,0.13225449465,6.7727547858,6.7482642983,0.7050802378,0.0911366999,0.0911366999,0,0.613943538,6.0431840604,4.13270313028479,-Inf,0.882275572262639,-0.0607111769425337,0.960647395206394,-0.0272688743261143,3,0.2,0.1,0.65,2.96051910713333,2.11803650071487,2.11803650071487,2.62899681520207,2.77153957349341,-0.44550097341303,0.960067283247232,1.58581952058212,-1.81595264037614,0.808147727431458,-0.625785271508632,-0.877461232852492,-0.877461232852492,0.795400628525558,0.781602729683763,-0.386978983191004,-0.86247077305544,-0.86247077305544,0.73609651671316,0.602059991327962,0.46870983410234,0.955687750313506,0,0.589949601325708,7,0.903089986991944
"RU.A","A","Seldianaya","Atlantic","East.Atlantic","East",66.40611111,33.72305556,"8/3/14",23,14,18.54,"Intertidal",NA,NA,NA,NA,1,5.0525,5,1,5.75,-0.071,160.1,160.1,505.75,924.688057045,0.290825,4.209,41.328,0.00618421052631579,54.014637854375,0,0,0,0,0,54.014637854375,8.2102249533125,0,0,0,0,0,8.2102249533125,NA,NA,0.151999999993207,-0.818156412074637,0.151999999993207,-0.818156412074637,2,0.25,0,1,1.7068320602,2.19221929827076,2.19221929827076,2.67952934463701,2.95481489676633,-0.539088872989306,0.590701987441512,1.59479882291855,-2.23594625017436,1.71172944738195,-1,-1,-1,1.71172944738195,0.898473982622254,-1,-1,-1,0.898473982622254,0.477121254719662,0.222724679093391,0.703506322187342,0,0.75966784468963,3,0.602059991327962
"RU.B","B","Nicolskaya","Atlantic","East.Atlantic","East",66.28583333,34.0025,"8/10/14",15,10,17.54,"Intertidal",NA,NA,NA,NA,1,14.18875,1,0.47,3.17,-0.2235,55.1052631578947,55.1052631578947,139.473684210526,693.9139291885,0.19985,2.50741666665,28.744,0.001265,84.0640735255556,0,0,0,0,0,84.0519434866667,12.7777876957778,0,0,0,0,0,12.7758954107778,NA,NA,0.152000000004793,-0.818156412041532,0.152000416923034,-0.818155220851915,3,0.315789473684211,0,1,1.78352254942105,1.66830983420985,1.66830983420985,2.03910861617386,2.78077743556522,-0.701195764421225,0.391241133279328,1.45340833003107,-3.10964437930702,1.8573404712196,-1,-1,-1,1.85729520032004,1.04324416269923,-1,-1,-1,1.04319792331264,0.602059991327962,0.243773764198524,1.15194413668267,-0.327902142064283,0.501059262217751,4,0.698970004336019
"SD.A","A","Shelter Island","Pacific","East.Pacific","East",32.713756,-117.225474,"5/28/14",19.44,35,14.12,"Shallow.Subtidal",NA,10.805,89.19,0,0,0.63625,250,0.68,5.8,-0.0543,353.225,353.225,303.575,356.50623887,0.386,12.005,65.178,1.940165,30.2408626698,22.085802433,6.68356684385,6.55670618665,0.12686065705,0.0245023415,8.15506023625,24.2902539223,4.03766696315,1.61593422175,1.58659969835,0.02933452345,0.00350383485,20.25258695935,0.180383658603698,-0.765471528603125,2.3959047865991,0.350414485225128,0.847169098837119,-0.121458678706616,11,0.894736842105263,0.0555555555555556,0.85,1.33417900815,2.53926856199414,2.53926856199414,2.46983707899876,2.52344674185567,-0.415339690605192,1.03931192899672,1.80347195706654,0.281182463056518,1.43625669682415,1.27088690574299,0.774611489210835,0.767830264349167,0.876092079078594,1.31542632557675,0.520405701567606,0.167281090701546,0.162115776930636,1.22313955826353,1.07918124604762,0.123761092476191,-0.196372204655185,-0.167491087293764,0.763427993562937,19,1.30102999566398
"SD.B","B","Coronado ","Pacific","East.Pacific","East",32.700762,-117.172885,"6/4/14",21.11,35,14.2173,"Shallow.Subtidal",NA,7.525,92.36,0,0,0.87375,250,0.89,4.09,8e-04,242.525,242.525,1122.425,1059.969442345,0.295,5.327,32.392,0.061675,24.07547789365,23.58052887025,20.33798202145,18.916217884,1.42176413685,0.1800580989,0.4949490246,8.2018181095,6.8849282409,5.98541756805,5.2519725718,0.7334449963,0.3664837784,1.31688986815,0.290830062353718,-0.543134565781435,2.73952579264135,0.348357710083361,0.342561921751236,-0.472398980715726,13,0.95,NA,0.9,1.87884433841176,2.37421415356668,2.37421415356668,3.01686051322234,3.01446989517305,-0.532872268269304,0.718779506618934,1.50424171056611,-1.22541505803247,1.33772051976351,1.32740513370553,1.26852559016866,1.23178278397408,-0.265831446065781,0.869708509170144,0.790051853305588,0.729228061571928,0.656015441778213,0.0437286836523899,1.14612803567824,0.271312942843874,-0.0586128112462622,-0.0506099933550872,0.611723308007342,19,1.30102999566398
"SF.A","A","Point Molate","Pacific","East.Pacific","East",37.946557,-122.418499,"7/11/14",17.7,30,14.6,"Intertidal",NA,NA,NA,NA,0,2.2075,250,0.95,4.58,0.0711,148.263157894737,148.263157894737,113.894736842105,48.35,0.9583333333,23.2974999995,117.463333335,0.77178,5.03243450555,3.88361839325,3.34947393445,3.34947393445,0,0.53414445855,1.1295942149,56.0631057494,15.3029663672,2.3956931127,2.3956931127,0,12.90727325505,40.7573906484,7.53837941552651,0.392229918986813,32.7752352948278,1.45024605144705,14.5421944418605,0.942658364453746,4,0.6,NA,0.4,2.8557327153,2.1483705711019,2.1483705711019,1.9925792192328,1.62744840468566,-0.0194406166497747,1.35848795940661,2.06493404677615,-0.385149760118694,0.61600237600697,0.389885679740526,0.198853983301467,0.198853983301467,-0.0695531540237263,1.54691918883089,0.765568579247522,0.0523721475273465,0.0523721475273465,1.12950256830481,0.698970004336019,0.454927218833187,0.343900712249606,-0.0222763947111523,0.660865478003869,8,0.954242509439325
"SF.B","B","Point San Pablo","Pacific","East.Pacific","East",37.978118,-122.405941,"7/12/14",17.5,27,14.6,"Intertidal",NA,17.815,80.095,0,0,6.11375,250,1,4.58,-0.0019,206.6,206.6,82.525,34.55,0.9166666667,27.573333333,126.8500000035,0.245735,18.19148127035,18.11044057345,3.8256521876,3.1962768435,0.6293753446,14.28478838545,0.05526750085,325.44555323,324.17255752,8.1276198587,7.23705339845,0.8905664607,316.044937675,1.2137173586,18.483450503734,1.23308364717741,16.4095000046248,0.426944862170088,18.4484979178061,1.23231158206211,8,1,NA,0.95,2.9029318692,2.28692159041157,2.28692159041157,1.89908991407369,1.5328772374271,-0.0392254407870624,1.43277463057503,2.09790436663647,-0.668994226102107,1.1964366830791,1.19288853520895,0.376236237379612,0.230579351721679,-0.88736514278612,2.4257986537005,2.42298430594504,0.550181743589649,0.371138699823235,-0.782723735289051,0.954242509439325,0.461997294992818,0.786307675829339,0,0.660865478003869,11,1.07918124604762
"SW.A","A","Torser_d","Atlantic","East.Atlantic","East",58.3131,11.5488,"8/6/14",21,25,15.7,"Shallow.Subtidal",NA,NA,NA,NA,1,0.82625,50,0.58,4.56,0.0308,177.775,177.775,136.8,1373.656654685,0.443,6.263,32.727,NA,6.40405922115,0.3258186414,0.3258186414,0.3258186414,0,0,5.60505017735,10.79387779245,0.13839265655,0.13839265655,0.13839265655,0,0,10.41065085065,0.39207333306955,-0.461814532115059,1.83881227861423,0.167447627860552,1.61362929959233,0.108479349086156,3,0.421052631578947,0.1,0.65,1.17291266915,2.22273682036755,2.22273682036755,2.12065949159104,3.07925374744566,-0.357247651406908,0.783849704425906,1.48134791338611,NA,0.663483104246102,-0.587481575496994,-0.587481575496994,-0.587481575496994,0.582660891863685,0.777521699653364,-0.685257402669222,-0.685257402669222,-0.685257402669222,0.743921255734481,0.602059991327962,0.0559093205851954,-0.0828885275063033,-0.236572006437063,0.658964842664435,8,0.954242509439325
"SW.B","B","B_kevik","Atlantic","East.Atlantic","East",58.2488,11.4536,"8/6/14",21,24,15.7,"Shallow.Subtidal",NA,54.515,38.95,0,1,0.63375,50,0.42,3.55,-0.0909,78.9,78.9,156.5,570.405070255,0.39475,3.7535,22.67725,0.122276923076923,28.9319813813333,8.56273349133333,8.56273349133333,8.56273349133333,0,0,15.1880261064,12.4296064899333,2.57010731126667,2.57010731126667,2.57010731126667,0,0,9.85949917806667,0.398456227877534,-0.465786931476387,0.621340329295079,-0.220095102798777,0.421844188616912,-0.392172924621647,6,1,0.3,1,1.1213469714,1.86927534781215,1.86927534781215,2.17041086689969,2.73702859931784,-0.40655939076902,0.56742646254312,1.34618602876734,-0.923104893461153,1.41120925361845,0.813717145504131,0.813717145504131,0.813717145504131,1.11555203055076,1.0220616326245,0.362253979841094,0.362253979841094,0.362253979841094,0.898647949857772,0.845098040014257,0.0469955201889435,-0.198082027658608,-0.3767507096021,0.550228353055094,11,1.07918124604762
"UK.A","A","Porth Dinllaen","Atlantic","East.Atlantic","East",52.942282,-4.565173,"9/10/14",17.5,34.4,18.5,"Intertidal",NA,NA,NA,NA,1,3.14125,25,1,5.01,0.0258,52.2941176470588,52.2941176470588,331.411764705882,737.136960092105,0.3631,4.2592,23.0931,0.040455,54.6148419031579,0.848000823,0.809363633894737,0.809363633894737,0,0,53.7386360315789,26.273202838,2.30974808347368,2.29918081226316,2.29918081226316,0,0,23.5094684648421,1.17219999987145,-0.310091710091724,0.458575572123071,-0.384982519973988,0.472892313851999,-0.369208594658438,5,0.5,0,1,1.9430055559,1.66630069875741,1.66630069875741,2.49373393081429,2.79438441454498,-0.442294914475513,0.622041368648637,1.3557524100122,-1.49985373691552,1.64501389010135,-0.413356745490883,-0.424258848327019,-0.424258848327019,1.63850699563768,1.2776600582912,-0.537427402445034,-0.543195987340534,-0.543195987340534,1.25543686513551,0.778151250383644,0.28673308567717,0.497102501600632,0,0.699837725867246,20,1.32221929473392
"UK.B","B","Penn Y Chain","Atlantic","East.Atlantic","East",52.89856,-4.321868,"9/10/14",15.3,32.7,18.5,"Intertidal",NA,NA,NA,NA,1,6.95625,25,0.95,4.69,0.0555,28.7894736842105,28.7894736842105,243.947368421053,238.7318563735,0.3859,3.5972,21.6819,0.052815,101.5397632987,0.9588976403,0.9588976403,0.9588976403,0,0,100.5808656577,44.15189072535,0.27443188995,0.27443188995,0.27443188995,0,0,43.87580201525,0.292037037168958,-0.564478120551603,0.472751529044596,-0.335965493330586,0.462614555811688,-0.344692470338494,7,0.882352941176471,0.5,0.65,1.3761096627,1.41213741319682,1.41213741319682,2.25708937932715,2.33381715066351,-0.416739817751678,0.549364704949294,1.33079813482622,-1.33737549529151,1.36494720980746,-0.300717359338338,-0.300717359338338,-0.300717359338338,1.34116484064228,1.02460122384641,-0.586766829396421,-0.586766829396421,-0.586766829396421,1.00958890635957,0.903089986991944,0.129473668856232,0.842375181678784,-0.0222763947111523,0.671172842715083,14,1.17609125905568
